ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
37972,29,EPX,Travel Agency,0,THAILAND,Online,45,,29,2 way Comprehensive Plan,1
27181,36,EPX,Travel Agency,0,THAILAND,Online,2,,24,Cancellation Plan,0
39800,36,EPX,Travel Agency,0,CHINA,Online,5,,24,Cancellation Plan,0
38627,34,JZI,Airlines,30.45,ITALY,Online,32,F,87,Value Plan,0
48584,36,EPX,Travel Agency,0,CHINA,Online,3,,31,Cancellation Plan,0
13094,24,EPX,Travel Agency,0,MYANMAR,Online,24,,12,Cancellation Plan,0
51757,36,EPX,Travel Agency,0,CHINA,Online,25,,22,Cancellation Plan,0
54747,40,C2B,Airlines,20.13,SINGAPORE,Online,39,F,80.5,Bronze Plan,1
37181,36,EPX,Travel Agency,0,PHILIPPINES,Online,32,,20,2 way Comprehensive Plan,0
6498,26,EPX,Travel Agency,0,INDONESIA,Online,85,,10,Cancellation Plan,0
18559,26,C2B,Airlines,9.59,SINGAPORE,Online,10,F,38.35,Bronze Plan,1
26894,57,JZI,Airlines,7.7,THAILAND,Online,7,M,22,Basic Plan,0
47103,56,JZI,Airlines,9.1,CHINA,Online,66,F,26,Basic Plan,0
41621,23,C2B,Airlines,4,SINGAPORE,Online,3,M,16,Bronze Plan,0
23216,40,EPX,Travel Agency,0,THAILAND,Online,4,,10,Cancellation Plan,0
4552,65,C2B,Airlines,50.25,SINGAPORE,Online,368,M,201,Annual Silver Plan,0
10760,41,CWT,Travel Agency,23.76,AUSTRALIA,Online,7,,39.6,Rental Vehicle Excess Insurance,0
1350,36,EPX,Travel Agency,0,AUSTRALIA,Online,45,,36,Cancellation Plan,0
28170,36,EPX,Travel Agency,0,CAMBODIA,Online,10,,26,2 way Comprehensive Plan,0
45618,49,EPX,Travel Agency,0,MALAYSIA,Online,7,,39,2 way Comprehensive Plan,0
3141,36,EPX,Travel Agency,0,VIET NAM,Online,2,,11,Cancellation Plan,0
55566,36,C2B,Airlines,15.5,SINGAPORE,Online,56,M,0,Silver Plan,0
5801,40,C2B,Airlines,63.21,SINGAPORE,Online,390,F,252.85,Annual Silver Plan,0
53347,38,C2B,Airlines,5,SINGAPORE,Online,7,F,20,Bronze Plan,1
26648,36,EPX,Travel Agency,0,HONG KONG,Online,36,,24,Cancellation Plan,0
20565,28,CWT,Travel Agency,23.76,"KOREA, REPUBLIC OF",Online,184,,39.6,Rental Vehicle Excess Insurance,0
22326,25,JZI,Airlines,63.35,FRANCE,Online,58,M,181,Value Plan,0
41765,23,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,27,,29,Cancellation Plan,0
14623,57,CWT,Travel Agency,41.58,MALAYSIA,Online,275,,69.3,Rental Vehicle Excess Insurance,0
15654,30,EPX,Travel Agency,0,UNITED STATES,Online,129,,66,Cancellation Plan,0
6001,37,CWT,Travel Agency,17.82,MALAYSIA,Online,11,,29.7,Rental Vehicle Excess Insurance,0
21550,36,EPX,Travel Agency,0,CHINA,Online,24,,36,2 way Comprehensive Plan,0
14100,36,EPX,Travel Agency,0,PHILIPPINES,Online,16,,20,1 way Comprehensive Plan,0
36338,36,EPX,Travel Agency,0,VIET NAM,Online,43,,29,Cancellation Plan,0
9943,33,C2B,Airlines,5.06,SINGAPORE,Online,6,F,20.25,Bronze Plan,0
80,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,38,,0,Cancellation Plan,0
33479,33,EPX,Travel Agency,0,MALAYSIA,Online,39,,21,2 way Comprehensive Plan,0
40539,46,JZI,Airlines,7.7,THAILAND,Online,112,F,0,Basic Plan,0
34840,43,EPX,Travel Agency,0,THAILAND,Online,32,,13,Cancellation Plan,0
43722,36,EPX,Travel Agency,0,CHINA,Online,21,,52,2 way Comprehensive Plan,0
17683,36,EPX,Travel Agency,0,INDIA,Online,7,,10,Cancellation Plan,0
56415,26,EPX,Travel Agency,0,SINGAPORE,Online,42,,69,1 way Comprehensive Plan,0
47329,36,EPX,Travel Agency,0,CAMBODIA,Online,88,,10,Cancellation Plan,0
31783,26,JZI,Airlines,7.7,INDIA,Online,3,M,22,Basic Plan,0
37783,31,CWT,Travel Agency,17.82,AUSTRALIA,Online,24,,29.7,Rental Vehicle Excess Insurance,0
7481,30,C2B,Airlines,25.2,SINGAPORE,Online,74,M,100.8,Bronze Plan,0
18915,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,91,,17,Cancellation Plan,0
37811,36,EPX,Travel Agency,0,"TAIWAN, PROVINCE OF CHINA",Online,28,,20,2 way Comprehensive Plan,0
60453,33,CWT,Travel Agency,35.64,NEW ZEALAND,Online,11,,59.4,Rental Vehicle Excess Insurance,0
27550,22,EPX,Travel Agency,0,UNITED STATES,Online,68,,58,1 way Comprehensive Plan,0
23306,51,JZI,Airlines,9.1,CHINA,Online,18,M,26,Basic Plan,0
34381,36,C2B,Airlines,13.38,SINGAPORE,Online,116,M,53.5,Bronze Plan,1
6387,39,JZI,Airlines,15.75,JAPAN,Online,78,F,45,Value Plan,0
53139,21,C2B,Airlines,15.6,SINGAPORE,Online,62,F,62.4,Silver Plan,1
25560,36,EPX,Travel Agency,0,THAILAND,Online,13,,11,Cancellation Plan,0
30143,28,C2B,Airlines,15.5,SINGAPORE,Online,19,F,62,Bronze Plan,1
28081,33,C2B,Airlines,13.38,SINGAPORE,Online,29,M,53.5,Bronze Plan,0
38337,57,CWT,Travel Agency,41.58,NETHERLANDS,Online,8,,69.3,Rental Vehicle Excess Insurance,0
38473,25,C2B,Airlines,13.38,SINGAPORE,Online,20,F,53.5,Bronze Plan,0
33719,36,EPX,Travel Agency,0,SPAIN,Online,3,,16,Cancellation Plan,0
4097,36,EPX,Travel Agency,0,HONG KONG,Online,38,,23,2 way Comprehensive Plan,0
45120,40,C2B,Airlines,9.75,SINGAPORE,Online,21,F,39,Bronze Plan,0
7691,43,CWT,Travel Agency,23.76,AUSTRALIA,Online,14,,0,Rental Vehicle Excess Insurance,0
45557,29,C2B,Airlines,6.75,SINGAPORE,Online,251,F,27,Silver Plan,0
45548,27,C2B,Airlines,4.8,SINGAPORE,Online,4,M,19.2,Bronze Plan,0
41515,24,EPX,Travel Agency,0,UNITED STATES,Online,19,,0,Cancellation Plan,0
48463,32,C2B,Airlines,54,SINGAPORE,Online,376,F,216,Annual Silver Plan,1
32428,36,EPX,Travel Agency,0,VIET NAM,Online,15,,22,2 way Comprehensive Plan,0
39691,27,C2B,Airlines,4.5,SINGAPORE,Online,6,F,18,Bronze Plan,1
34317,36,EPX,Travel Agency,0,CAMBODIA,Online,2,,20,1 way Comprehensive Plan,0
18083,29,EPX,Travel Agency,0,MALAYSIA,Online,2,,10,Cancellation Plan,0
54944,34,JZI,Airlines,20.3,PHILIPPINES,Online,51,F,58,Basic Plan,0
48690,32,EPX,Travel Agency,0,UNITED STATES,Online,66,,107,2 way Comprehensive Plan,0
48369,70,EPX,Travel Agency,0,SINGAPORE,Online,16,,10,Cancellation Plan,0
11247,49,EPX,Travel Agency,0,VIET NAM,Online,5,,36,2 way Comprehensive Plan,0
62160,28,EPX,Travel Agency,0,MALAYSIA,Online,36,,20,2 way Comprehensive Plan,0
4874,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,249,,80,Cancellation Plan,0
37595,43,C2B,Airlines,15.88,SINGAPORE,Online,77,F,63.5,Silver Plan,1
23158,36,EPX,Travel Agency,0,PHILIPPINES,Online,9,,42,2 way Comprehensive Plan,0
54329,67,C2B,Airlines,20.25,SINGAPORE,Online,46,F,81,Bronze Plan,1
52444,36,EPX,Travel Agency,0,FIJI,Online,139,,42,2 way Comprehensive Plan,0
59146,40,C2B,Airlines,6.75,SINGAPORE,Online,10,F,27,Bronze Plan,1
4942,39,C2B,Airlines,5.53,SINGAPORE,Online,10,M,22.1,Bronze Plan,0
6433,36,EPX,Travel Agency,0,CHINA,Online,40,,29,2 way Comprehensive Plan,0
16905,29,EPX,Travel Agency,0,CANADA,Online,224,,80,Cancellation Plan,1
49760,33,C2B,Airlines,54,SINGAPORE,Online,366,M,216,Annual Silver Plan,0
53861,33,EPX,Travel Agency,0,CHINA,Online,8,,11,Cancellation Plan,0
32057,31,CWT,Travel Agency,23.76,MALAYSIA,Online,5,,0,Rental Vehicle Excess Insurance,0
44133,36,EPX,Travel Agency,0,FRANCE,Online,17,,112,2 way Comprehensive Plan,0
19530,54,EPX,Travel Agency,0,INDONESIA,Online,19,,50,2 way Comprehensive Plan,0
1555,48,SSI,Airlines,1.33,SINGAPORE,Online,47,,4.76,Ticket Protector,0
57666,36,EPX,Travel Agency,0,SINGAPORE,Online,3,,10,Cancellation Plan,0
51514,39,CWT,Travel Agency,47.52,AUSTRALIA,Online,28,,79.2,Rental Vehicle Excess Insurance,0
42031,30,C2B,Airlines,13.25,SINGAPORE,Online,16,F,53,Bronze Plan,1
4530,38,JZI,Airlines,7.7,CHINA,Online,2,M,22,Basic Plan,0
60626,40,C2B,Airlines,5.63,SINGAPORE,Online,3,F,22.5,Silver Plan,0
45484,36,EPX,Travel Agency,0,PHILIPPINES,Online,2,,10,Cancellation Plan,0
21895,36,EPX,Travel Agency,0,VIET NAM,Online,5,,21,1 way Comprehensive Plan,0
36012,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,57,,65,1 way Comprehensive Plan,0
50357,55,CWT,Travel Agency,41.58,UNITED KINGDOM,Online,52,,0,Rental Vehicle Excess Insurance,0
22565,36,EPX,Travel Agency,0,SRI LANKA,Online,19,,11,Cancellation Plan,0
42901,36,EPX,Travel Agency,0,CHINA,Online,110,,35,2 way Comprehensive Plan,0
35776,29,EPX,Travel Agency,0,THAILAND,Online,9,,10,Cancellation Plan,0
35024,46,EPX,Travel Agency,0,SINGAPORE,Online,49,,10,Cancellation Plan,0
33091,36,EPX,Travel Agency,0,JAPAN,Online,47,,107,2 way Comprehensive Plan,0
36174,27,EPX,Travel Agency,0,MALAYSIA,Online,38,,20,2 way Comprehensive Plan,0
48627,27,C2B,Airlines,8.38,SINGAPORE,Online,15,F,33.5,Bronze Plan,0
10794,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,42,,44,2 way Comprehensive Plan,1
59951,38,EPX,Travel Agency,0,THAILAND,Online,12,,19,Cancellation Plan,0
49075,26,EPX,Travel Agency,0,MALAYSIA,Online,21,,12,Cancellation Plan,1
32543,36,EPX,Travel Agency,0,GERMANY,Online,13,,30,2 way Comprehensive Plan,0
23954,41,C2B,Airlines,63.21,SINGAPORE,Online,364,M,252.85,Annual Silver Plan,1
53232,36,EPX,Travel Agency,0,MALAYSIA,Online,114,,0,Cancellation Plan,0
56261,69,JZI,Airlines,7.7,THAILAND,Online,10,M,22,Basic Plan,0
27892,45,C2B,Airlines,63.21,SINGAPORE,Online,376,M,252.85,Annual Silver Plan,0
50967,70,CWT,Travel Agency,59.4,AUSTRALIA,Online,143,,99,Rental Vehicle Excess Insurance,0
12570,36,EPX,Travel Agency,0,MALAYSIA,Online,13,,10,Cancellation Plan,0
11053,36,EPX,Travel Agency,0,MALAYSIA,Online,9,,20,2 way Comprehensive Plan,0
59179,28,C2B,Airlines,99.9,SINGAPORE,Online,379,M,399.6,Annual Gold Plan,0
1486,36,EPX,Travel Agency,0,THAILAND,Online,96,,0,Cancellation Plan,0
60348,24,EPX,Travel Agency,0,INDONESIA,Online,39,,10,Cancellation Plan,0
49502,44,EPX,Travel Agency,0,UNITED STATES,Online,58,,40,Cancellation Plan,0
38439,37,LWC,Travel Agency,45.5,UNITED KINGDOM,Online,12,M,70,Single Trip Travel Protect Silver,0
32598,52,JZI,Airlines,33.6,UNITED STATES,Online,114,M,96,Value Plan,0
28073,52,C2B,Airlines,4.25,SINGAPORE,Online,11,M,17,Bronze Plan,1
36149,57,CWT,Travel Agency,23.76,ITALY,Online,5,,0,Rental Vehicle Excess Insurance,0
17774,31,CWT,Travel Agency,11.88,AUSTRALIA,Online,23,,0,Rental Vehicle Excess Insurance,0
7588,36,EPX,Travel Agency,0,VIET NAM,Online,22,,35,Cancellation Plan,0
45346,36,C2B,Airlines,75.6,SINGAPORE,Online,368,M,302.4,Annual Silver Plan,1
45378,36,EPX,Travel Agency,0,THAILAND,Online,12,,21,2 way Comprehensive Plan,0
59446,37,EPX,Travel Agency,0,VIET NAM,Online,12,,13,Cancellation Plan,0
29092,31,CWT,Travel Agency,29.7,UNITED STATES,Online,13,,0,Rental Vehicle Excess Insurance,0
34780,49,CWT,Travel Agency,89.1,NEW ZEALAND,Online,148,,148.5,Rental Vehicle Excess Insurance,0
60720,118,JWT,Airlines,31.2,INDIA,Online,25,F,78,Value Plan,1
49575,27,C2B,Airlines,9.75,SINGAPORE,Online,58,M,39,Bronze Plan,1
18037,36,EPX,Travel Agency,0,JAPAN,Online,12,,80,Cancellation Plan,0
60131,36,EPX,Travel Agency,0,VIET NAM,Online,27,,33,2 way Comprehensive Plan,1
717,26,EPX,Travel Agency,0,UNITED STATES,Online,23,,68,Cancellation Plan,0
41458,26,C2B,Airlines,70.2,SINGAPORE,Online,398,M,280.8,Annual Silver Plan,1
54919,33,LWC,Travel Agency,23.73,JAPAN,Online,10,M,36.5,Single Trip Travel Protect Gold,1
31553,36,EPX,Travel Agency,0,INDONESIA,Online,28,,30,2 way Comprehensive Plan,0
12220,118,JWT,Airlines,20,INDIA,Online,9,M,50,Value Plan,0
60483,35,EPX,Travel Agency,0,UNITED KINGDOM,Online,42,,109,2 way Comprehensive Plan,0
22898,31,CWT,Travel Agency,11.88,AUSTRALIA,Online,6,,19.8,Rental Vehicle Excess Insurance,0
21006,28,EPX,Travel Agency,0,JAPAN,Online,14,,20,2 way Comprehensive Plan,0
4906,51,RAB,Airlines,9.2,BRUNEI DARUSSALAM,Online,16,F,23,Value Plan,0
46585,36,EPX,Travel Agency,0,THAILAND,Online,34,,33,2 way Comprehensive Plan,0
12833,36,EPX,Travel Agency,0,CHINA,Online,131,,0,Cancellation Plan,0
38317,50,C2B,Airlines,8.38,SINGAPORE,Online,11,M,33.5,Silver Plan,0
41737,35,EPX,Travel Agency,0,MALAYSIA,Online,34,,10,Cancellation Plan,0
58714,35,EPX,Travel Agency,0,SINGAPORE,Online,7,,20,1 way Comprehensive Plan,0
3391,36,EPX,Travel Agency,0,INDIA,Online,41,,27,Cancellation Plan,0
2960,36,EPX,Travel Agency,0,AUSTRALIA,Online,29,,45,Cancellation Plan,0
15280,48,SSI,Airlines,0.05,SINGAPORE,Online,280,,0.19,Ticket Protector,0
48104,43,EPX,Travel Agency,0,VIET NAM,Online,11,,10,Cancellation Plan,0
44483,36,EPX,Travel Agency,0,HONG KONG,Online,191,,25,2 way Comprehensive Plan,0
13,64,CWT,Travel Agency,23.76,MALAYSIA,Online,5,,-39.6,Rental Vehicle Excess Insurance,0
58485,35,EPX,Travel Agency,0,BRUNEI DARUSSALAM,Online,5,,28,Cancellation Plan,0
36967,31,CWT,Travel Agency,41.58,INDONESIA,Online,160,,0,Rental Vehicle Excess Insurance,0
43938,22,EPX,Travel Agency,0,MALAYSIA,Online,12,,10,Cancellation Plan,0
46756,32,C2B,Airlines,40.25,SINGAPORE,Online,365,M,161,Annual Silver Plan,0
36238,48,SSI,Airlines,1.12,SINGAPORE,Online,9,,3.99,Ticket Protector,0
56188,46,EPX,Travel Agency,0,SINGAPORE,Online,16,,11,Cancellation Plan,0
45759,53,EPX,Travel Agency,0,HONG KONG,Online,15,,20,2 way Comprehensive Plan,0
9112,31,CWT,Travel Agency,23.76,AUSTRALIA,Online,60,,39.6,Rental Vehicle Excess Insurance,0
26635,36,EPX,Travel Agency,0,INDONESIA,Online,14,,66,Cancellation Plan,0
20133,55,EPX,Travel Agency,0,VIET NAM,Online,21,,20,2 way Comprehensive Plan,1
63208,28,C2B,Airlines,5.25,SINGAPORE,Online,12,M,21,Bronze Plan,1
57286,36,EPX,Travel Agency,0,MALAYSIA,Online,17,,35,1 way Comprehensive Plan,0
23568,31,C2B,Airlines,63.21,SINGAPORE,Online,367,M,252.85,Annual Silver Plan,1
42217,53,C2B,Airlines,64.8,SINGAPORE,Online,396,F,259.2,Annual Silver Plan,1
6347,31,EPX,Travel Agency,0,UNITED STATES,Online,17,,16,Cancellation Plan,0
38125,37,C2B,Airlines,63.21,SINGAPORE,Online,420,M,252.85,Annual Silver Plan,0
27397,25,EPX,Travel Agency,0,UNITED STATES,Online,24,,10,Cancellation Plan,0
43072,51,C2B,Airlines,54,SINGAPORE,Online,366,M,216,Annual Silver Plan,1
49940,41,CWT,Travel Agency,65.34,NEW ZEALAND,Online,74,,108.9,Rental Vehicle Excess Insurance,0
889,22,EPX,Travel Agency,0,MALAYSIA,Online,23,,28,Cancellation Plan,0
61836,42,C2B,Airlines,5,SINGAPORE,Online,9,F,20,Bronze Plan,1
29595,48,JZI,Airlines,7.7,VIET NAM,Online,8,F,22,Basic Plan,0
13936,31,CWT,Travel Agency,17.82,MALAYSIA,Online,5,,29.7,Rental Vehicle Excess Insurance,0
19976,36,EPX,Travel Agency,0,ZAMBIA,Online,9,,20,Cancellation Plan,0
18545,47,JZI,Airlines,9.1,"TAIWAN, PROVINCE OF CHINA",Online,7,M,26,Basic Plan,0
38017,36,EPX,Travel Agency,0,MYANMAR,Online,8,,10,Cancellation Plan,0
15759,39,CWT,Travel Agency,35.64,AUSTRALIA,Online,65,,59.4,Rental Vehicle Excess Insurance,0
52255,36,EPX,Travel Agency,0,TURKEY,Online,25,,79,2 way Comprehensive Plan,1
54785,31,CWT,Travel Agency,11.88,AUSTRALIA,Online,10,,19.8,Rental Vehicle Excess Insurance,0
19028,56,CWT,Travel Agency,47.52,AUSTRALIA,Online,45,,0,Rental Vehicle Excess Insurance,0
6249,36,EPX,Travel Agency,0,UNITED STATES,Online,96,,85,2 way Comprehensive Plan,0
41215,57,JZI,Airlines,7.7,THAILAND,Online,8,F,0,Basic Plan,0
46469,34,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,3,M,15,Value Plan,0
30113,36,EPX,Travel Agency,0,CHINA,Online,2,,33,1 way Comprehensive Plan,0
6467,36,EPX,Travel Agency,0,PHILIPPINES,Online,27,,21,Cancellation Plan,0
43365,58,C2B,Airlines,6.75,SINGAPORE,Online,26,M,27,Bronze Plan,1
10657,36,EPX,Travel Agency,0,THAILAND,Online,57,,23,Cancellation Plan,0
6366,36,EPX,Travel Agency,0,JAPAN,Online,21,,21,1 way Comprehensive Plan,0
50932,37,JZI,Airlines,9.1,CHINA,Online,38,M,26,Basic Plan,0
38005,36,EPX,Travel Agency,0,MALAYSIA,Online,3,,10,Cancellation Plan,0
52073,76,TST,Travel Agency,10.5,MALAYSIA,Offline,10,M,30,Travel Cruise Protect,0
29484,40,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,25,,36,2 way Comprehensive Plan,0
9846,36,EPX,Travel Agency,0,PHILIPPINES,Online,40,,13,Cancellation Plan,0
39063,36,EPX,Travel Agency,0,HONG KONG,Online,109,,20,2 way Comprehensive Plan,1
48965,11,C2B,Airlines,8,SINGAPORE,Online,55,F,32,Bronze Plan,0
3379,36,EPX,Travel Agency,0,INDIA,Online,29,,55,Cancellation Plan,0
34789,46,CWT,Travel Agency,59.4,AUSTRALIA,Online,43,,99,Rental Vehicle Excess Insurance,0
32197,23,C2B,Airlines,23.63,SINGAPORE,Online,146,F,94.5,Bronze Plan,0
42224,49,CWT,Travel Agency,23.76,AUSTRALIA,Online,56,,39.6,Rental Vehicle Excess Insurance,0
42316,36,EPX,Travel Agency,0,CHINA,Online,16,,24,Cancellation Plan,0
19726,36,EPX,Travel Agency,0,AUSTRALIA,Online,34,,20,2 way Comprehensive Plan,0
34570,29,JZI,Airlines,11.55,PHILIPPINES,Online,55,M,33,Basic Plan,0
42976,35,EPX,Travel Agency,0,INDONESIA,Online,73,,20,1 way Comprehensive Plan,0
43240,28,CWT,Travel Agency,11.88,MALAYSIA,Online,16,,19.8,Rental Vehicle Excess Insurance,0
55304,61,LWC,Travel Agency,166.53,UNITED STATES,Online,365,M,256.2,Annual Travel Protect Gold,1
43663,30,C2B,Airlines,17.38,SINGAPORE,Online,22,M,69.5,Bronze Plan,0
50261,36,EPX,Travel Agency,0,VIET NAM,Online,43,,20,2 way Comprehensive Plan,1
31601,27,EPX,Travel Agency,0,UNITED STATES,Online,31,,10,Cancellation Plan,0
50674,36,EPX,Travel Agency,0,SINGAPORE,Online,8,,20,1 way Comprehensive Plan,0
43000,19,JZI,Airlines,15.75,"KOREA, REPUBLIC OF",Online,105,F,45,Value Plan,1
4069,37,C2B,Airlines,75.25,SINGAPORE,Online,369,M,301,Annual Silver Plan,1
14584,54,CWT,Travel Agency,95.04,SWEDEN,Online,94,,158.4,Rental Vehicle Excess Insurance,0
11729,36,EPX,Travel Agency,0,PHILIPPINES,Online,48,,20,2 way Comprehensive Plan,0
39515,31,CWT,Travel Agency,5.94,MALAYSIA,Online,4,,9.9,Rental Vehicle Excess Insurance,0
25997,36,EPX,Travel Agency,0,CHINA,Online,23,,33,Cancellation Plan,0
6890,53,CWT,Travel Agency,23.76,NEW ZEALAND,Online,108,,39.6,Rental Vehicle Excess Insurance,0
55957,31,CWT,Travel Agency,47.52,AUSTRALIA,Online,19,,79.2,Rental Vehicle Excess Insurance,0
20829,36,EPX,Travel Agency,0,CHINA,Online,120,,20,2 way Comprehensive Plan,0
20196,36,EPX,Travel Agency,0,INDIA,Online,2,,10,Cancellation Plan,0
19569,52,EPX,Travel Agency,0,SINGAPORE,Online,6,,14,Cancellation Plan,0
19247,36,EPX,Travel Agency,0,MALAYSIA,Online,17,,20,2 way Comprehensive Plan,0
27963,36,EPX,Travel Agency,0,AUSTRALIA,Online,26,,78,2 way Comprehensive Plan,0
41405,40,JZI,Airlines,12.95,PHILIPPINES,Online,121,F,37,Basic Plan,0
34626,36,EPX,Travel Agency,0,SINGAPORE,Online,26,,21,2 way Comprehensive Plan,0
761,29,JZI,Airlines,38.15,UNITED ARAB EMIRATES,Online,80,F,109,Value Plan,0
25372,49,EPX,Travel Agency,0,THAILAND,Online,29,,13,Cancellation Plan,0
14460,36,EPX,Travel Agency,0,EGYPT,Online,87,,34,Cancellation Plan,0
53905,36,EPX,Travel Agency,0,OMAN,Online,27,,20,1 way Comprehensive Plan,0
7968,32,CWT,Travel Agency,71.28,AUSTRALIA,Online,33,,118.8,Rental Vehicle Excess Insurance,0
33447,42,C2B,Airlines,63.21,SINGAPORE,Online,364,M,252.85,Annual Silver Plan,1
18999,29,JZI,Airlines,9.1,INDIA,Online,8,M,26,Basic Plan,0
10162,45,JZI,Airlines,12.25,CHINA,Online,35,M,35,Basic Plan,0
52950,21,C2B,Airlines,8.38,SINGAPORE,Online,13,M,33.5,Bronze Plan,0
31533,51,CWT,Travel Agency,53.46,CANADA,Online,27,,89.1,Rental Vehicle Excess Insurance,0
20722,118,JWT,Airlines,24.8,INDIA,Online,1,M,62,Value Plan,0
45660,36,EPX,Travel Agency,0,CHINA,Online,36,,31,Cancellation Plan,0
50724,37,TST,Travel Agency,10.5,THAILAND,Offline,52,F,30,Travel Cruise Protect,0
32550,63,EPX,Travel Agency,0,CHINA,Online,2,,12,Cancellation Plan,0
45432,36,EPX,Travel Agency,0,CHINA,Online,27,,23,Cancellation Plan,0
25057,36,EPX,Travel Agency,0,INDONESIA,Online,45,,15,Cancellation Plan,0
5591,49,JZI,Airlines,10.5,PHILIPPINES,Online,57,F,30,Basic Plan,0
47773,37,C2B,Airlines,6.75,SINGAPORE,Online,11,M,27,Bronze Plan,1
23789,45,C2B,Airlines,63.21,SINGAPORE,Online,367,M,252.85,Annual Silver Plan,1
44149,45,EPX,Travel Agency,0,GERMANY,Online,91,,80,Cancellation Plan,0
3496,23,EPX,Travel Agency,0,MALAYSIA,Online,7,,20,2 way Comprehensive Plan,0
54544,31,CWT,Travel Agency,11.88,MALAYSIA,Online,47,,19.8,Rental Vehicle Excess Insurance,0
57171,27,C2B,Airlines,18.6,SINGAPORE,Online,14,F,74.4,Silver Plan,1
3712,36,EPX,Travel Agency,0,AUSTRALIA,Online,15,,30,Cancellation Plan,0
2352,24,JZI,Airlines,12.25,INDIA,Online,38,F,35,Basic Plan,0
27703,60,EPX,Travel Agency,0,THAILAND,Online,120,,12,Cancellation Plan,0
19408,36,EPX,Travel Agency,0,NETHERLANDS,Online,134,,83,2 way Comprehensive Plan,0
23,34,C2B,Airlines,23.5,SINGAPORE,Online,12,M,94,Bronze Plan,1
52195,29,C2B,Airlines,54,SINGAPORE,Online,366,M,216,Annual Silver Plan,1
40052,33,JZI,Airlines,6.3,INDONESIA,Online,2,F,18,Basic Plan,0
57698,118,JWT,Airlines,30,INDIA,Online,24,,75,Value Plan,0
4032,118,JWT,Airlines,15.6,INDIA,Online,30,F,39,Value Plan,0
32230,31,CWT,Travel Agency,23.76,SPAIN,Online,4,,39.6,Rental Vehicle Excess Insurance,0
43875,65,C2B,Airlines,26.4,SINGAPORE,Online,19,M,105.6,Gold Plan,1
7124,31,CWT,Travel Agency,5.94,UNITED STATES,Online,1,,9.9,Rental Vehicle Excess Insurance,0
43076,31,CWT,Travel Agency,11.88,MALAYSIA,Online,10,,19.8,Rental Vehicle Excess Insurance,0
28515,31,CWT,Travel Agency,53.46,AUSTRALIA,Online,38,,-89.1,Rental Vehicle Excess Insurance,0
63199,30,C2B,Airlines,5,SINGAPORE,Online,7,M,20,Bronze Plan,1
49797,36,EPX,Travel Agency,0,PHILIPPINES,Online,26,,37,2 way Comprehensive Plan,0
57573,38,CWT,Travel Agency,23.76,MALAYSIA,Online,27,,39.6,Rental Vehicle Excess Insurance,0
22071,36,EPX,Travel Agency,0,INDONESIA,Online,10,,17,Cancellation Plan,0
2163,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,47,,80,Cancellation Plan,0
54428,51,EPX,Travel Agency,0,INDONESIA,Online,3,,10,Cancellation Plan,0
45406,28,EPX,Travel Agency,0,THAILAND,Online,35,,80,2 way Comprehensive Plan,0
60382,48,KML,Travel Agency,12.54,INDONESIA,Online,48,F,33,Value Plan,0
50100,49,CWT,Travel Agency,23.76,AUSTRALIA,Online,25,,39.6,Rental Vehicle Excess Insurance,0
2191,48,SSI,Airlines,1.03,SINGAPORE,Online,105,,3.68,Ticket Protector,1
60619,30,C2B,Airlines,17.38,SINGAPORE,Online,189,M,69.5,Bronze Plan,0
19489,43,CWT,Travel Agency,23.76,UNITED KINGDOM,Online,46,,39.6,Rental Vehicle Excess Insurance,0
42906,36,EPX,Travel Agency,0,SINGAPORE,Online,52,,21,Cancellation Plan,0
49022,28,CWT,Travel Agency,17.82,SINGAPORE,Online,106,,0,Rental Vehicle Excess Insurance,0
35943,36,EPX,Travel Agency,0,CHINA,Online,40,,41,2 way Comprehensive Plan,0
673,36,EPX,Travel Agency,0,MALAYSIA,Online,12,,10,Cancellation Plan,0
55403,58,CWT,Travel Agency,47.52,AUSTRALIA,Online,323,,79.2,Rental Vehicle Excess Insurance,0
14366,31,C2B,Airlines,72.94,SINGAPORE,Online,364,M,291.75,Annual Silver Plan,0
27104,27,CWT,Travel Agency,29.7,UNITED STATES,Online,49,,49.5,Rental Vehicle Excess Insurance,0
41825,57,JZI,Airlines,9.1,CHINA,Online,16,M,26,Basic Plan,0
20557,44,CWT,Travel Agency,41.58,MALAYSIA,Online,53,,69.3,Rental Vehicle Excess Insurance,0
58826,44,CWT,Travel Agency,17.82,THAILAND,Online,55,,29.7,Rental Vehicle Excess Insurance,0
60679,45,EPX,Travel Agency,0,UNITED STATES,Online,51,,112,2 way Comprehensive Plan,1
31945,32,EPX,Travel Agency,0,CANADA,Online,29,,23,Cancellation Plan,1
62964,46,C2B,Airlines,5,SINGAPORE,Online,9,F,20,Bronze Plan,1
